     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3885500 2480500 11 12 15  12.0  985  73  2.2 8  6.9  76    0   68 341 -379  1
3885500 2480500 11 12 16  11.6  985  86  2.6 8  7.0  79    1   46 351 -378  1
3885500 2480500 11 12 17  11.2  985 167  2.6 8  7.1  82    0   10 350 -375  1
3885500 2480500 11 12 18  11.0  984 138  3.4 8  6.9  81    0    0 348 -372  1
3885500 2480500 11 12 19   9.8  983 103  3.8 7  6.7  82    0    0 336 -372  1
3885500 2480500 11 12 20   9.7  983  87  2.6 8  6.4  83    0    0 333 -370  1
3885500 2480500 11 12 21  10.1  982 101  3.0 8  6.3  80    0    0 343 -367  1
3885500 2480500 11 12 22   9.5  982 142  1.4 8  6.2  80    0    0 341 -365  1
3885500 2480500 11 12 23   8.8  983 205  1.5 8  6.2  84    0    0 339 -365  1
3885500 2480500 11 12 24   8.6  984 271  2.5 8  6.4  89    0    0 338 -366  1
3885500 2480500 11 13  1   9.1  985 296  2.4 5  6.6  91    0    0 313 -366  1
3885500 2480500 11 13  2   9.4  986 307  2.8 6  6.7  90    0    0 297 -365  1
3885500 2480500 11 13  3   9.5  986  42  2.5 7  6.9  91    0    0 316 -364  1
3885500 2480500 11 13  4   9.6  987  76  1.0 7  7.1  92    0    0 324 -363  1
3885500 2480500 11 13  5   9.7  986 146  2.9 7  7.2  93    0    0 325 -362  1
3885500 2480500 11 13  6   9.6  986 110  3.1 8  7.2  93    0    0 335 -362  1
3885500 2480500 11 13  7   9.6  986 112  2.5 8  7.0  92    0    0 343 -361  1
3885500 2480500 11 13  8   9.5  986 142  3.2 7  7.0  92    0    1 334 -361  1
3885500 2480500 11 13  9   9.8  986 134  3.2 7  7.1  92    0   13 324 -362  1
3885500 2480500 11 13 10   9.5  987 119  2.6 7  7.1  92    0   27 325 -365  1
3885500 2480500 11 13 11   9.7  987 339  2.9 7  7.1  93    0   76 323 -371  1
3885500 2480500 11 13 12  10.7  987 124  1.3 6  7.2  90    0  104 315 -378  1
3885500 2480500 11 13 13  10.6  986 138  2.3 8  7.5  91    0   45 326 -383  1
3885500 2480500 11 13 14  10.1  986 141  2.1 8  7.6  94    0   31 342 -385  1
3885500 2480500 11 13 15  10.2  985  81  1.1 7  7.6  95    0   38 333 -384  1
3885500 2480500 11 13 16  10.4  984  58  0.7 8  7.7  95    0   25 334 -382  1
3885500 2480500 11 13 17  10.2  985  24  1.9 8  7.7  95    0    7 341 -379  1
3885500 2480500 11 13 18  10.3  986   3  1.5 8  7.6  95    0    0 340 -376  1
3885500 2480500 11 13 19  10.7  986 358  2.0 8  7.7  95    0    0 340 -374  1
3885500 2480500 11 13 20  10.5  987 339  2.5 8  7.7  94    0    0 341 -372  1
3885500 2480500 11 13 21  10.7  987 359  3.5 8  7.7  94    0    0 340 -369  1
3885500 2480500 11 13 22  10.7  988 320  3.9 8  7.8  94    0    0 340 -365  1
3885500 2480500 11 13 23  10.7  988 285  4.1 8  7.8  94    0    0 340 -360  1
3885500 2480500 11 13 24  10.7  989 257  3.9 7  7.8  94    0    0 334 -359  1
3885500 2480500 11 14  1  10.7  989 264  3.3 8  7.8  95    0    0 334 -360  1
3885500 2480500 11 14  2  10.7  990 270  3.3 8  7.8  95    0    0 341 -361  1
3885500 2480500 11 14  3  10.6  990 234  3.6 8  7.8  95    0    0 341 -361  1
3885500 2480500 11 14  4  10.6  990 216  4.0 8  7.7  95    0    0 341 -361  1
3885500 2480500 11 14  5  10.5  990 219  3.3 8  7.7  94    0    0 340 -362  1
3885500 2480500 11 14  6  10.4  990 201  3.7 8  7.6  94    0    0 341 -362  1
3885500 2480500 11 14  7  10.3  990 242  3.1 8  7.6  94    0    0 341 -362  1
3885500 2480500 11 14  8   9.9  990 270  3.9 8  7.5  95    0    0 340 -362  1
3885500 2480500 11 14  9   9.7  991 251  4.6 8  7.4  96    0   13 339 -363  1
3885500 2480500 11 14 10   9.9  992 234  4.7 8  7.4  96    0   24 340 -364  1
3885500 2480500 11 14 11   9.7  993 244  5.5 8  7.4  96    0   33 340 -366  1
3885500 2480500 11 14 12   9.8  994 249  2.7 8  7.3  95    0   49 341 -368  1
3885500 2480500 11 14 13   8.9  995 243  1.9 8  7.1  95    0   41 341 -368  1
3885500 2480500 11 14 14   9.5  995 223  1.6 8  7.0  95    0   34 342 -367  1
3885500 2480500 11 14 15   9.6  995 231  1.8 8  7.2  95    0   24 344 -366  1
3885500 2480500 11 14 16   9.4  996 238  1.6 8  7.1  94    0   16 344 -365  1
3885500 2480500 11 14 17   9.1  997 315  1.0 8  7.0  94    0    4 343 -363  1
3885500 2480500 11 14 18   7.9  996 324  3.4 8  6.5  93    0    0 340 -358  1
3885500 2480500 11 14 19   7.2  997 333  3.0 8  6.1  92    0    0 336 -353  1
3885500 2480500 11 14 20   6.6  998 326  4.1 8  5.8  93    0    0 332 -349  1
3885500 2480500 11 14 21   6.3  999 325  2.5 8  5.6  93    0    0 330 -346  1
3885500 2480500 11 14 22   6.3 1000 350  2.0 7  5.4  90    0    0 322 -344  1
3885500 2480500 11 14 23   6.1 1000 327  1.6 7  5.3  89    0    0 316 -343  1
3885500 2480500 11 14 24   6.0 1001 340  1.3 8  5.4  91    0    0 321 -342  1
3885500 2480500 11 15  1   6.1 1001 344  1.8 8  5.4  92    0    0 327 -341  1
3885500 2480500 11 15  2   6.0 1001 337  2.2 8  5.5  93    0    0 328 -340  1
3885500 2480500 11 15  3   5.8 1002 337  4.2 5  5.2  89    0    0 310 -338  1
3885500 2480500 11 15  4   5.2 1002 337  3.1 3  4.8  85    0    0 281 -335  1
3885500 2480500 11 15  5   4.6 1002 346  3.8 3  4.6  85    0    0 268 -333  1
3885500 2480500 11 15  6   3.3 1003 345  3.1 1  4.4  87    0    0 255 -329  1
3885500 2480500 11 15  7   2.5 1004 347  3.0 1  4.2  90    0    0 240 -326  1
3885500 2480500 11 15  8   2.2 1004 350  2.3 3  4.1  90    0    2 250 -323  1
3885500 2480500 11 15  9   2.1 1005 355  2.3 3  4.1  91   27   43 259 -321  1
3885500 2480500 11 15 10   3.4 1005  24  3.0 2  4.2  90   95   83 254 -323  1
3885500 2480500 11 15 11   4.5 1005  26  3.7 2  4.3  84  185   94 250 -329  1
3885500 2480500 11 15 12   5.3 1006  17  3.3 3  4.3  80  157  136 258 -335  1
3885500 2480500 11 15 13   5.7 1006  30  3.7 5  4.3  76   22  152 274 -340  1
3885500 2480500 11 15 14   6.2 1006  30  4.9 4  4.2  72   50  145 280 -343  1
3885500 2480500 11 15 15   6.3 1006  15  4.5 5  4.2  71   33  112 281 -344  1
3885500 2480500 11 15 16   6.1 1005  13  4.8 7  4.1  70    0   40 296 -342  1
3885500 2480500 11 15 17   6.0 1006  29  3.6 7  4.0  68    1   13 304 -337  1
3885500 2480500 11 15 18   5.6 1007  21  4.3 8  3.9  67    0    0 306 -331  1
3885500 2480500 11 15 19   5.6 1007  41  4.3 6  3.7  64    0    0 300 -327  1
3885500 2480500 11 15 20   5.1 1007  43  4.0 6  3.6  64    0    0 289 -325  1
3885500 2480500 11 15 21   5.0 1007  41  4.7 6  3.8  69    0    0 289 -322  1
3885500 2480500 11 15 22   4.9 1007  40  4.4 7  4.0  73    0    0 293 -320  1
3885500 2480500 11 15 23   4.6 1007  42  4.1 7  4.0  75    0    0 297 -318  1
3885500 2480500 11 15 24   4.4 1006  41  4.0 5  4.0  76    0    0 285 -317  1
3885500 2480500 11 16  1   4.5 1006  36  5.4 7  3.9  74    0    0 284 -316  1
3885500 2480500 11 16  2   4.4 1006  31  5.8 7  3.8  72    0    0 294 -315  1
3885500 2480500 11 16  3   4.1 1006  34  5.7 6  3.7  72    0    0 289 -315  1
3885500 2480500 11 16  4   3.9 1006  44  4.4 7  3.7  74    0    0 289 -315  1
3885500 2480500 11 16  5   3.3 1006  38  4.2 4  3.8  76    0    0 278 -315  1
3885500 2480500 11 16  6   3.6 1006  40  5.5 7  3.8  77    0    0 277 -315  1
3885500 2480500 11 16  7   3.7 1005  45  5.2 8  3.8  76    0    0 299 -315  1
3885500 2480500 11 16  8   3.8 1006  36  4.3 8  3.8  76    0    0 305 -315  1
3885500 2480500 11 16  9   3.9 1006  39  4.3 8  3.8  76    0   34 307 -315  1
3885500 2480500 11 16 10   4.1 1006  41  4.8 8  3.9  77    0   53 308 -315  1
3885500 2480500 11 16 11   4.7 1007  42  4.4 8  4.0  77    0   78 310 -319  1
3885500 2480500 11 16 12   5.2 1007  46  4.5 7  4.1  76    0   88 306 -327  1
3885500 2480500 11 16 13   5.5 1007  44  5.1 7  4.2  75    0   98 300 -335  1
3885500 2480500 11 16 14   5.9 1006  50  4.0 8  4.2  74    0   57 306 -339  1
3885500 2480500 11 16 15   6.0 1006  51  4.6 8  4.3  74    0   33 310 -341  1
3885500 2480500 11 16 16   5.9 1006  32  3.4 8  4.4  76    0   14 309 -341  1
3885500 2480500 11 16 17   5.7 1006  22  3.0 8  4.4  76    0    1 308 -338  1
3885500 2480500 11 16 18   5.5 1007   6  1.8 8  4.4  78    0    0 307 -334  1
3885500 2480500 11 16 19   5.6 1007  13  2.6 7  4.4  78    0    0 303 -331  1
3885500 2480500 11 16 20   5.5 1007  21  1.8 7  4.4  78    0    0 299 -330  1
3885500 2480500 11 16 21   5.4 1007  23  2.1 7  4.4  78    0    0 299 -329  1
3885500 2480500 11 16 22   5.4 1007  40  2.1 7  4.4  79    0    0 300 -327  1
3885500 2480500 11 16 23   5.4 1008  37  1.2 7  4.5  80    0    0 300 -325  1
3885500 2480500 11 16 24   5.4 1008  10  1.3 8  4.5  80    0    0 305 -324  1
3885500 2480500 11 17  1   5.1 1008 360  1.8 8  4.6  82    0    0 309 -322  1
3885500 2480500 11 17  2   5.1 1008   6  1.8 8  4.6  84    0    0 309 -321  1
3885500 2480500 11 17  3   5.0 1008   3  1.7 8  4.7  86    0    0 311 -320  1
3885500 2480500 11 17  4   4.9 1008  26  2.5 8  4.7  87    0    0 312 -320  1
3885500 2480500 11 17  5   4.8 1008  27  2.2 8  4.7  87    0    0 313 -320  1
3885500 2480500 11 17  6   4.7 1008  67  1.8 8  4.7  88    0    0 314 -321  1
3885500 2480500 11 17  7   4.7 1009  77  2.2 8  4.7  88    0    0 314 -321  1
3885500 2480500 11 17  8   4.5 1009 103  1.8 8  4.7  90    0    0 313 -322  1
3885500 2480500 11 17  9   4.6 1009 105  2.3 8  4.8  91    0   26 313 -322  1
3885500 2480500 11 17 10   4.7 1009 129  2.5 8  4.8  91    0   54 313 -326  1
3885500 2480500 11 17 11   5.0 1009 136  1.8 8  4.8  89    0   51 313 -334  1
3885500 2480500 11 17 12   5.5 1009 130  1.0 8  4.9  88    0   53 314 -342  1
3885500 2480500 11 17 13   5.7 1009 146  2.6 8  4.9  87    0   44 315 -347  1
3885500 2480500 11 17 14   5.9 1008  86  2.6 8  4.9  84    0   39 315 -350  1
3885500 2480500 11 17 15   6.0 1008 116  2.7 7  4.8  82    0   42 310 -351  1
3885500 2480500 11 17 16   6.0 1008 132  2.8 8  4.8  82    0   37 310 -350  1
3885500 2480500 11 17 17   6.0 1008 132  3.2 8  4.8  81    0   11 314 -348  1
3885500 2480500 11 17 18   5.9 1007 123  3.1 8  4.8  82    0    0 315 -345  1
3885500 2480500 11 17 19   5.9 1007 107  1.9 8  4.7  82    0    0 317 -344  1
3885500 2480500 11 17 20   5.8 1007 121  2.2 8  4.7  81    0    0 318 -343  1
3885500 2480500 11 17 21   5.6 1007 127  2.9 8  4.7  81    0    0 318 -343  1
3885500 2480500 11 17 22   5.5 1006 120  2.5 8  4.6  81    0    0 319 -342  1
3885500 2480500 11 17 23   5.4 1006 121  1.8 8  4.6  82    0    0 319 -342  1
3885500 2480500 11 17 24   5.4 1006 125  2.2 8  4.7  83    0    0 320 -340  1
3885500 2480500 11 18  1   5.1 1005 117  1.4 7  4.7  85    0    0 317 -339  1
3885500 2480500 11 18  2   4.9 1005 137  1.8 7  4.7  87    0    0 312 -337  1
3885500 2480500 11 18  3   4.9 1004 137  1.8 5  4.7  87    0    0 302 -337  1
3885500 2480500 11 18  4   4.8 1003 144  2.1 5  4.6  85    0    0 292 -337  1
3885500 2480500 11 18  5   4.7 1002 149  1.7 5  4.5  83    0    0 291 -338  1
3885500 2480500 11 18  6   4.5 1002 137  1.7 7  4.5  84    0    0 301 -338  1
3885500 2480500 11 18  7   4.3 1001 148  0.9 8  4.5  85    0    0 316 -337  1
3885500 2480500 11 18  8   4.3 1000 152  1.3 8  4.5  86    0    0 321 -337  1
3885500 2480500 11 18  9   4.2 1000 141  1.0 8  4.5  87    0    9 321 -336  1
3885500 2480500 11 18 10   4.3  999 143  1.0 8  4.6  87    0   31 319 -336  1
3885500 2480500 11 18 11   4.3  999 179  1.0 7  4.6  88    0   58 312 -338  1
3885500 2480500 11 18 12   4.5  999 170  0.6 7  4.6  88    0   62 306 -340  1
3885500 2480500 11 18 13   4.8  998 187  1.4 7  4.6  85    0   49 306 -343  1
3885500 2480500 11 18 14   4.8  997 180  1.9 7  4.5  84    0   31 305 -343  1
3885500 2480500 11 18 15   4.5  997 282  1.8 8  4.5  84    0   24 309 -343  1
3885500 2480500 11 18 16   4.4  996 224  2.5 8  4.5  84    0   21 312 -342  1
3885500 2480500 11 18 17   4.2  996 224  1.2 8  4.4  84    0    5 311 -341  1
3885500 2480500 11 18 18   4.2  996 161  1.2 8  4.4  84    0    0 308 -339  1
3885500 2480500 11 18 19   4.1  995 156  0.8 8  4.3  84    0    0 308 -339  1
3885500 2480500 11 18 20   4.1  995 121  1.6 8  4.3  84    0    0 310 -338  1
3885500 2480500 11 18 21   4.1  994 118  1.2 7  4.3  83    0    0 307 -335  1
3885500 2480500 11 18 22   4.0  994 139  1.7 8  4.3  84    0    0 308 -331  1
3885500 2480500 11 18 23   3.9  994 109  2.9 8  4.3  84    0    0 314 -330  1
3885500 2480500 11 18 24   4.2  993 100  2.1 6  4.4  84    0    0 304 -329  1
3885500 2480500 11 19  1   4.2  992 107  2.8 8  4.4  84    0    0 304 -328  1
3885500 2480500 11 19  2   4.1  991  73  3.1 8  4.4  85    0    0 317 -329  1
3885500 2480500 11 19  3   4.0  991  80  1.4 8  4.5  86    0    0 318 -331  1
3885500 2480500 11 19  4   3.9  990 359  3.2 8  4.4  86    0    0 319 -332  1
3885500 2480500 11 19  5   3.8  989  22  3.7 8  4.4  86    0    0 319 -333  1
3885500 2480500 11 19  6   3.8  988  45  3.4 7  4.3  85    0    0 311 -334  1
3885500 2480500 11 19  7   3.4  988  29  3.3 8  4.3  85    0    0 309 -335  1
3885500 2480500 11 19  8   3.2  987  37  3.1 8  4.2  86    0    0 315 -335  1
3885500 2480500 11 19  9   3.0  986  44  3.1 8  4.2  87    0   13 314 -335  1
3885500 2480500 11 19 10   3.0  986  28  3.2 8  4.3  88    0   27 313 -337  1
3885500 2480500 11 19 11   2.9  985  15  3.0 7  4.3  90    0   46 304 -338  1
3885500 2480500 11 19 12   3.0  984 349  2.9 7  4.5  92    0   41 296 -339  1
3885500 2480500 11 19 13   2.7  984 357  3.2 7  4.5  95    0   56 295 -338  1
3885500 2480500 11 19 14   2.6  982 310  3.5 8  4.5  96    0   48 301 -337  1
3885500 2480500 11 19 15   2.0  982 293  4.1 8  4.4  95    0   23 306 -337  1
3885500 2480500 11 19 16   0.9  982 253  3.1 8  4.1  94    0   12 301 -336  1
3885500 2480500 11 19 17   0.3  983 246  3.3 8  3.9  95    0    2 295 -334  1
3885500 2480500 11 19 18   0.5  983 220  3.7 8  3.8  95    0    0 291 -331  1
3885500 2480500 11 19 19   0.5  983 218  5.0 8  3.9  95    0    0 287 -330  1
3885500 2480500 11 19 20   0.8  983 218  5.1 8  3.9  95    0    0 285 -329  1
3885500 2480500 11 19 21   1.2  983 251  6.0 8  4.0  95    0    0 286 -328  1
3885500 2480500 11 19 22   1.1  984 267  6.8 8  4.0  95    0    0 284 -326  1
3885500 2480500 11 19 23   1.1  984 262  6.7 8  4.0  95    0    0 282 -324  1
3885500 2480500 11 19 24   1.0  985 179  7.6 8  4.0  95    0    0 280 -321  1
3885500 2480500 11 20  1   1.1  985 197  6.9 7  4.0  95    0    0 275 -320  1
3885500 2480500 11 20  2   1.1  985 247  7.0 7  4.0  95    0    0 272 -321  1
3885500 2480500 11 20  3   1.1  986 215  6.5 8  4.0  95    0    0 278 -323  1
3885500 2480500 11 20  4   1.4  986 274  3.4 7  4.1  95    0    0 281 -325  1
3885500 2480500 11 20  5   1.9  986 256  3.9 8  4.2  95    0    0 284 -324  1
3885500 2480500 11 20  6   2.3  987 256  5.9 8  4.3  95    0    0 290 -322  1
3885500 2480500 11 20  7   2.9  988 324  6.8 8  4.5  96    0    0 292 -319  1
3885500 2480500 11 20  8   3.2  988 263  3.7 8  4.7  96    0    0 292 -317  1
3885500 2480500 11 20  9   3.3  989 251  4.2 8  4.7  95    6   34 291 -315  1
3885500 2480500 11 20 10   3.3  989 243  5.4 6  4.6  94    0   62 282 -315  1
3885500 2480500 11 20 11   4.2  989 243  5.7 5  4.7  92   15  120 271 -319  1
3885500 2480500 11 20 12   5.7  988 180  6.4 3  4.6  83  119  152 260 -327  1
3885500 2480500 11 20 13   6.6  987 113  5.2 4  4.5  74  164  140 259 -333  1
3885500 2480500 11 20 14   7.7  986 172  3.0 5  4.3  67  159  121 272 -337  1
3885500 2480500 11 20 15   7.5  984 139  2.5 4  3.7  56   93  100 272 -338  1
3885500 2480500 11 20 16   6.8  982 142  2.8 5  3.4  53   35   57 271 -333  1
3885500 2480500 11 20 17   5.8  981 134  3.7 8  3.7  61    1   12 290 -328  1
3885500 2480500 11 20 18   5.9  979 161  3.2 8  4.0  68    0    0 304 -326  1
3885500 2480500 11 20 19   6.3  979 158  4.5 8  4.1  67    0    0 305 -326  1
3885500 2480500 11 20 20   5.3  978 152  5.6 8  4.3  73    0    0 307 -326  1
3885500 2480500 11 20 21   4.5  978 198  2.8 8  4.8  86    0    0 308 -327  1
3885500 2480500 11 20 22   5.0  977 207  3.9 8  4.9  89    0    0 308 -330  1
3885500 2480500 11 20 23   5.7  976 205  4.4 8  5.2  90    0    0 311 -334  1
3885500 2480500 11 20 24   6.6  975 216  5.2 8  5.5  90    0    0 316 -336  1
3885500 2480500 11 21  1   7.6  975 223  8.1 8  5.6  85    0    0 321 -337  1
3885500 2480500 11 21  2   7.9  974 221  7.3 8  5.4  78    0    0 323 -337  1
3885500 2480500 11 21  3   7.7  974 224  8.4 7  5.0  74    0    0 314 -337  1
3885500 2480500 11 21  4   7.8  973 218  6.2 5  4.9  71    0    0 292 -337  1
3885500 2480500 11 21  5   7.9  973 223  4.1 5  4.8  69    0    0 279 -337  1
3885500 2480500 11 21  6   8.3  972 214  6.7 6  4.7  66    0    0 286 -337  1
3885500 2480500 11 21  7   8.2  972 219  7.3 5  4.6  65    0    0 285 -337  1
3885500 2480500 11 21  8   8.0  972 228  8.1 5  4.5  65    0    0 276 -337  1
3885500 2480500 11 21  9   8.5  972 191  8.8 5  4.5  64   15   38 278 -337  1
3885500 2480500 11 21 10   9.3  972 206  9.9 6  4.6  63   28   94 290 -337  1
3885500 2480500 11 21 11   9.1  972 209 10.8 5  4.8  64   46  138 292 -338  1
3885500 2480500 11 21 12   8.8  973 218 12.0 7  4.8  65    3  114 297 -340  1
3885500 2480500 11 21 13   8.2  972 224 11.7 8  4.8  67    0   93 319 -341  1
3885500 2480500 11 21 14   7.9  973 227 11.0 6  5.0  72   17  128 312 -341  1
3885500 2480500 11 21 15   7.5  973 227 10.2 5  5.0  74   38  111 293 -341  1
3885500 2480500 11 21 16   6.9  973 226 10.1 8  5.0  76   11   54 306 -339  1
3885500 2480500 11 21 17   6.6  974 228  9.3 8  5.0  79    0    8 324 -338  1
3885500 2480500 11 21 18   6.5  974 220 10.0 7  4.9  78    0    0 316 -336  1
3885500 2480500 11 21 19   6.6  975 225  9.2 8  4.8  77    0    0 315 -335  1
3885500 2480500 11 21 20   6.3  976 225  8.6 8  4.9  78    0    0 319 -334  1
3885500 2480500 11 21 21   5.3  977 227  8.3 8  5.1  85    0    0 318 -333  1
3885500 2480500 11 21 22   5.0  977 226  8.2 7  5.3  93    0    0 311 -332  1
3885500 2480500 11 21 23   4.8  978 234  8.6 7  5.3  94    0    0 305 -331  1
3885500 2480500 11 21 24   4.5  980 248  7.9 8  5.1  93    0    0 309 -330  1
3885500 2480500 11 22  1   4.7  980 248  7.3 7  5.1  93    0    0 308 -330  1
3885500 2480500 11 22  2   4.5  981 251  6.3 5  5.2  94    0    0 290 -329  1
3885500 2480500 11 22  3   4.6  982 257  5.2 6  5.1  94    0    0 283 -329  1
3885500 2480500 11 22  4   5.0  984 256  6.1 7  4.8  87    0    0 294 -328  1
3885500 2480500 11 22  5   4.1  985 251  7.9 8  4.6  85    0    0 304 -328  1
3885500 2480500 11 22  6   3.8  986 249  6.8 4  4.5  86    0    0 283 -328  1
3885500 2480500 11 22  7   2.9  988 247  5.7 5  4.2  85    0    0 262 -329  1
3885500 2480500 11 22  8   3.3  989 241  5.6 5  4.0  83    0    0 267 -329  1
3885500 2480500 11 22  9   2.7  990 239  4.5 5  4.0  82   18   29 266 -329  1
3885500 2480500 11 22 10   4.2  991 254  5.4 4  4.1  82  100   55 259 -329  1
3885500 2480500 11 22 11   4.5  991 245  6.2 5  4.2  79   50  114 259 -331  1
3885500 2480500 11 22 12   5.3  992 252  6.0 7  4.2  77    1   99 276 -332  1
3885500 2480500 11 22 13   4.2  992 259  4.6 7  4.4  81    0   95 286 -333  1
3885500 2480500 11 22 14   3.9  992 249  5.4 7  4.5  87    0   70 286 -334  1
3885500 2480500 11 22 15   4.6  993 240  6.1 6  4.4  85    1   68 284 -334  1
3885500 2480500 11 22 16   3.6  993 245  4.7 6  4.4  84   35   45 279 -331  1
3885500 2480500 11 22 17   2.9  994 245  5.2 3  4.2  86    3   11 261 -329  1
3885500 2480500 11 22 18   1.8  994 248  4.3 2  4.1  90    0    0 238 -328  1
3885500 2480500 11 22 19   1.3  995 246  4.4 3  4.0  93    0    0 235 -327  1
3885500 2480500 11 22 20   1.2  995 242  4.3 5  3.9  92    0    0 250 -327  1
3885500 2480500 11 22 21   1.9  995 247  4.2 8  3.9  91    0    0 277 -326  1
3885500 2480500 11 22 22   2.3  996 251  3.6 8  4.0  90    0    0 295 -323  1
3885500 2480500 11 22 23   2.5  996 243  3.6 8  4.0  87    0    0 296 -321  1
3885500 2480500 11 22 24   2.6  996 257  2.8 8  4.0  87    0    0 298 -321  1
3885500 2480500 11 23  1   2.6  996 244  2.4 8  4.1  88    0    0 299 -323  1
3885500 2480500 11 23  2   2.0  995 265  2.0 8  4.0  89    0    0 298 -324  1
3885500 2480500 11 23  3   1.4  995 281  0.8 8  4.0  91    0    0 296 -325  1
3885500 2480500 11 23  4   1.1  995 232  0.9 7  3.9  91    0    0 289 -324  1
3885500 2480500 11 23  5  -0.3  995  20  0.8 5  3.7  92    0    0 269 -324  1
3885500 2480500 11 23  6  -0.9  996 339  1.3 1  3.5  94    0    0 229 -325  1
3885500 2480500 11 23  7  -1.6  996 323  0.9 2  3.3  94    0    0 213 -325  1
3885500 2480500 11 23  8  -1.7  997 258  0.9 2  3.2  94    0    0 221 -325  1
3885500 2480500 11 23  9  -1.7  998 281  1.6 2  3.2  95   19   33 222 -323  1
3885500 2480500 11 23 10   0.8 1000 278  2.0 3  3.6  95   69   80 231 -322  1
3885500 2480500 11 23 11   1.5 1000 272  1.9 1  3.9  94  159   98 231 -323  1
3885500 2480500 11 23 12   5.2 1001 235  2.7 1  4.1  85  219  103 228 -325  1
3885500 2480500 11 23 13   6.8 1001 267  3.2 1  4.3  73  241   97 235 -328  1
3885500 2480500 11 23 14   6.6 1001 229  2.9 1  4.2  69  207   93 236 -330  1
3885500 2480500 11 23 15   6.0 1002 219  4.0 1  4.3  71  137   79 236 -330  1
3885500 2480500 11 23 16   5.4 1002 214  3.6 2  4.0  70   53   51 239 -328  1
3885500 2480500 11 23 17   3.8 1002 215  2.9 0  3.7  70    4   11 230 -324  1
3885500 2480500 11 23 18   2.8 1002 212  3.2 0  3.7  76    0    0 219 -320  1
3885500 2480500 11 23 19   2.2 1002 181  2.9 0  3.6  79    0    0 213 -319  1
3885500 2480500 11 23 20   0.7 1002 177  2.1 0  3.5  82    0    0 208 -321  1
3885500 2480500 11 23 21   0.1 1003 196  2.2 0  3.4  86    0    0 203 -322  1
3885500 2480500 11 23 22  -0.4 1003 183  1.8 2  3.3  88    0    0 209 -322  1
3885500 2480500 11 23 23  -1.2 1002 171  1.8 2  3.2  88    0    0 216 -322  1
3885500 2480500 11 23 24  -1.2 1002 152  2.1 2  3.1  89    0    0 214 -322  1
3885500 2480500 11 24  1  -1.7 1002 158  0.9 0  3.1  90    0    0 203 -322  1
3885500 2480500 11 24  2  -1.8 1001 173  0.5 1  3.0  90    0    0 196 -320  1
3885500 2480500 11 24  3  -1.9 1000 176  0.5 1  3.0  90    0    0 200 -317  1
3885500 2480500 11 24  4  -2.0  999 164  0.5 3  3.0  91    0    0 213 -316  1
3885500 2480500 11 24  5  -1.7  999 198  1.9 5  3.1  92    0    0 237 -318  1
3885500 2480500 11 24  6  -1.7  999 178  2.0 7  3.1  92    0    0 256 -320  1
3885500 2480500 11 24  7  -1.3  999 194  1.6 7  3.2  92    0    0 265 -321  1
3885500 2480500 11 24  8  -1.6  999 196  2.6 7  3.2  92    0    0 264 -321  1
3885500 2480500 11 24  9  -1.8  999 218  1.2 7  3.1  92    1   25 263 -321  1
3885500 2480500 11 24 10  -1.6  999 198  1.7 5  3.2  93    8   63 254 -321  1
3885500 2480500 11 24 11  -0.9  999 232  2.5 7  3.3  94    5   85 255 -323  1
3885500 2480500 11 24 12  -0.5  999 186  2.7 7  3.4  94    0   75 265 -325  1
3885500 2480500 11 24 13   0.6  998 221  3.1 6  3.6  94   62  116 263 -327  1
3885500 2480500 11 24 14   0.6  998 261  2.6 7  3.7  92   10   95 266 -328  1
3885500 2480500 11 24 15   0.7  998 235  2.8 8  3.6  89    0   55 276 -328  1
3885500 2480500 11 24 16   1.1  997 246  2.0 8  3.6  88   15   40 281 -328  1
3885500 2480500 11 24 17   1.3  998 240  3.0 8  3.6  86    0    5 281 -326  1
3885500 2480500 11 24 18   0.8  998 240  3.4 8  3.7  88    0    0 278 -322  1
3885500 2480500 11 24 19   0.6  999 226  3.0 8  3.8  93    0    0 270 -317  1
3885500 2480500 11 24 20   0.8  999 230  3.4 8  3.8  93    0    0 266 -315  1
3885500 2480500 11 24 21   0.9 1000 232  3.5 8  3.8  94    0    0 267 -315  1
3885500 2480500 11 24 22   1.0 1001 237  3.6 8  3.9  94    0    0 268 -314  1
3885500 2480500 11 24 23   1.5 1001 231  3.7 8  4.0  93    0    0 270 -314  1
3885500 2480500 11 24 24   2.1 1002 222  3.5 8  4.1  93    0    0 272 -313  1
3885500 2480500 11 25  1   2.7 1018 207  3.5 8  4.3  93    0    0 318 -328  1
3885500 2480500 11 25  2   3.2 1018 193  3.2 8  4.4  93    0    0 311 -329  1
3885500 2480500 11 25  3   3.6 1017 181  3.2 8  4.6  93    0    0 318 -329  1
3885500 2480500 11 25  4   3.6 1018 181  3.0 8  4.6  94    0    0 326 -330  1
3885500 2480500 11 25  5   3.5 1018 180  3.5 8  4.6  94    0    0 327 -331  1
3885500 2480500 11 25  6   3.4 1017 176  2.9 8  4.6  95    0    0 327 -332  1
3885500 2480500 11 25  7   3.3 1017 181  3.8 8  4.6  95    0    0 327 -333  1
3885500 2480500 11 25  8   3.5 1018 187  4.4 8  4.5  94    0    0 327 -335  1
3885500 2480500 11 25  9   3.6 1018 171  3.8 8  4.5  92    0   18 327 -336  1
